,MEL.IPI_Pat02.Tumor.SM.4DJZX,MEL.IPI_Pat03.Tumor.SM.4DJZY,MEL.IPI_Pat04.Tumor.SM.4DJZZ,MEL.IPI_Pat06.Tumor.SM.4DK12,MEL.IPI_Pat08.Tumor.SM.4DK14,MEL.IPI_Pat118.Tumor.SM.5X2QV,MEL.IPI_Pat119.Tumor.SM.7459N,MEL.IPI_Pat123.Tumor.SM.5X2R1,MEL.IPI_Pat126.Tumor.SM.5X2R4,MEL.IPI_Pat14.Tumor.SM.53U3C,MEL.IPI_Pat15.Tumor.SM.4DK1B,MEL.IPI_Pat16.Tumor.SM.53U3E,MEL.IPI_Pat19.Tumor.SM.4DK1F,MEL.IPI_Pat20.Tumor.SM.53U3I,MEL.IPI_Pat25.Tumor.SM.4DK1L,MEL.IPI_Pat27.Tumor.SM.4DK1N,MEL.IPI_Pat28.Tumor.SM.4DK1O,MEL.IPI_Pat29.Tumor.SM.4DK1P,MEL.IPI_Pat33.Tumor.SM.4DK1T,MEL.IPI_Pat36.Tumor.SM.53U3X,MEL.IPI_Pat37.Tumor.SM.53U3Y,MEL.IPI_Pat38.Tumor.SM.53U3Z,MEL.IPI_Pat39.Tumor.SM.4DK1Z,MEL.IPI_Pat40.Tumor.SM.4DK21,MEL.IPI_Pat41.Tumor.SM.4DK22,MEL.IPI_Pat43.Tumor.SM.4DK24,MEL.IPI_Pat44.Tumor.SM.4DK25,MEL.IPI_Pat45.Tumor.SM.4DK26,MEL.IPI_Pat46.Tumor.SM.53U48,MEL.IPI_Pat47.Tumor.SM.4DK28,MEL.IPI_Pat49.Tumor.SM.4DK2A,MEL.IPI_Pat50.Tumor.SM.53U69,MEL.IPI_Pat79.Tumor.SM.53U2S,MEL.IPI_Pat80.Tumor.SM.4DK36,MEL.IPI_Pat81.Tumor.SM.4DK37,MEL.IPI_Pat83.Tumor.SM.53U2W,MEL.IPI_Pat85.Tumor.SM.53U2Y,MEL.IPI_Pat86.Tumor.SM.4DK3C,MEL.IPI_Pat88.Tumor.SM.4DK3E,MEL.IPI_Pat90.Tumor.SM.4DK3G,MEL.IPI_Pat91.Tumor.SM.4DK3H,MEL.IPI_Pat98.Tumor.SM.4CU6L
HLA-DRB1,610.7909546,189.7062378,175.5516968,636.5574951,296.6371155,133.2673492,45.31803894,31.66494942,81.33370209,103.6862869,2.739238739,250.5245819,310.5397949,90.44956207,132.7172546,331.6877441,1813.220093,333.4961548,32.12297058,11.36372375,59.07105637,288.1470947,142.0680695,122.4238129,51.7168045,302.2503052,24.45749283,10.49850464,376.5461121,52.78427887,364.1321411,93.76927185,86.63336945,397.146759,41.27505875,153.8308563,1159.239868,59.44700241,645.8259888,86.78955841,170.519516,70.79380798
HMGN2,42.43354034,40.04437637,43.1557579,37.98998261,96.1510849,30.63643837,28.20654106,28.91396523,32.72493744,63.40935135,108.7512054,32.69604492,58.93595505,25.60129738,30.37763405,60.97325897,37.71571732,53.64274216,40.10586929,64.72198486,71.74843597,44.42435074,28.58227921,25.52027702,63.33195114,42.22233582,43.91556549,35.31748962,56.57518768,37.89934158,41.24645233,30.93889427,52.57010269,107.3419037,18.69292641,17.09159851,56.45553207,58.73757935,38.27704239,50.22252655,68.18777466,49.25840759
HMHA1,22.78522301,3.631734133,3.779787064,29.74274635,5.714435101,4.738215923,1.067661166,1.807794094,1.902640343,9.607481003,1.97207582,4.359253883,16.82800102,3.543790579,5.782676697,5.24439764,6.185155869,20.2427578,2.185238361,2.451205492,4.134747505,10.4325161,12.60083866,2.869793177,2.37571764,9.229985237,0.297273517,6.287744522,8.29885006,3.727219105,22.87095833,2.397619963,3.017737627,6.077368259,6.120021343,10.07833004,33.47126389,5.611598969,7.667209148,9.543268204,6.129787922,5.295541287
HN1L,3.054812908,2.914670229,7.487683773,4.684094429,4.175419331,3.823766947,4.165189266,7.198881626,9.768098831,7.050084114,4.845877647,7.377605915,5.910402298,6.105283737,4.543690205,6.166318417,5.941844463,6.657019138,8.755591393,6.442624092,6.724016666,6.452778339,3.388557434,6.55957365,9.361951828,2.32288599,8.34876442,8.250374794,4.997691155,5.451559067,3.903799057,7.608967781,5.62544632,7.885550022,3.76019311,5.361246586,4.171096802,3.812741995,5.614835739,5.425619602,3.604371071,7.038074493
HNRNPA2B1,128.1975555,126.6482544,217.7005005,162.3059235,324.827301,129.9059296,127.8831024,110.7148285,185.3275452,286.1705933,269.7833557,158.2765656,193.7868042,205.1895599,220.0160217,149.0025635,141.6830292,167.6999969,235.4317017,290.0499878,196.7410736,187.1471863,138.2328186,217.6724701,144.9725952,139.2078552,132.6403961,258.8521729,263.5969849,165.7351227,229.0780792,153.0176544,147.72435,265.0486145,153.5556641,134.5341797,214.4877472,185.6845703,162.5167542,199.5423126,169.3826904,238.3825684
HNRNPR,6.951771736,12.68911648,20.13797188,12.6812191,16.98959541,15.18082237,13.48577213,14.27436829,16.50481796,20.58902931,19.99849319,21.56080246,15.83732891,19.53570557,15.56607628,16.29824638,13.58590412,15.09917355,26.09304237,28.95942497,18.48576164,14.1865139,7.661771298,23.34851456,12.82041454,13.51924706,16.88758087,20.5469265,24.83532333,19.59818649,16.79369545,14.65276718,14.28003788,23.84009552,14.22835922,11.04526329,16.05715752,17.90934563,20.32366562,13.38761806,20.00357246,18.54169273
HSPB11,1.38241148,4.247153759,6.277909756,3.756186962,6.317016125,7.824362278,13.09734631,5.890053749,8.556127548,5.209659576,3.24331975,8.546544075,5.598422527,8.978491783,4.966256619,6.388885498,6.574968338,6.807309151,7.037561894,5.112417698,13.81638241,5.005626202,4.140095234,8.96823597,11.80095577,6.831992149,7.495774269,4.297248364,5.791870594,5.405569553,6.882255077,4.97728014,5.203378677,5.689709663,2.438201904,3.031260967,6.509527206,6.362380981,7.763352871,3.923549175,6.687244892,6.053966522
HSPG2,285.7340088,103.15625,135.0452728,76.97904968,116.6783295,49.98651505,34.37408066,34.30189896,36.5465126,192.5059052,75.16713715,72.37863159,145.1176605,20.34915543,48.37654877,94.35645294,47.39070511,112.5532379,53.76367569,49.04601288,31.9820652,51.28270721,130.2860565,78.69657135,111.655983,96.76133728,95.13436127,60.83130264,119.1064453,118.5527802,69.43572235,52.26183319,98.17958069,57.89310455,97.29090118,38.25234604,191.4850769,55.13937759,50.70578384,75.61203003,199.5136719,79.0989151
HYLS1,0.565913439,2.206021547,1.274075866,2.986143589,3.397570372,2.793501139,3.365447044,4.621604919,6.549124241,3.659849644,1.06642139,1.941742539,1.752008915,2.201409817,3.240611315,4.41177845,3.575172663,2.543754339,2.071489573,2.404889345,6.799383164,2.984627485,4.835447788,2.927626848,0,2.301314592,5.37128973,4.324498177,2.02802515,4.022357464,2.491175413,3.490289927,1.515391469,2.944264889,2.87951231,2.238140822,1.48748064,4.048527718,4.644731045,6.446499348,2.99133873,4.695980549
ICAM1,20.68353653,6.810307503,40.5920639,22.92437172,30.42136192,11.32035255,5.550036907,24.74347878,15.5085125,10.21733093,24.03260803,14.2807169,27.55080414,25.94266701,27.22159767,8.873650551,76.26332092,14.66392136,31.35120583,22.75340271,18.75628853,35.38360977,7.156416893,17.695261,21.67897224,12.66030502,34.83909988,17.71649361,5.248389721,12.35312748,14.34602451,4.733720779,14.31899738,16.72458458,21.93912506,6.447906971,33.00807953,11.94159412,23.20657921,16.88026428,11.95384693,30.81529808
ID2,32.97122192,10.94857979,4.675414085,11.02867222,4.663846016,11.74594402,2.837297678,3.657480001,8.401022911,4.796934605,1.475626588,8.403990746,12.38502693,2.708822966,5.404921055,11.20362091,5.992514134,5.477373123,1.652956128,1.319058299,2.946725369,9.531220436,4.341429234,3.754294395,3.179269314,17.79063988,0.377194107,4.626412869,19.72331619,2.7206707,16.62265968,2.789041758,6.670463562,6.416154862,1.654340625,7.129806995,28.86370087,3.436197043,10.54674912,7.875217438,10.78177166,9.696893692
ID3,22.77847862,7.180482388,2.174841404,6.170443535,1.688727617,2.594566345,0.531460345,0.85272789,1.574748755,17.99635506,0.957522452,0.617249489,4.928884983,1.836958408,1.453031421,3.215928555,1.390901923,6.034988403,1.92799449,0.517203867,0.661015928,2.863407612,6.335656166,4.130268097,1.263215423,15.4306488,0.547962546,0.666195989,24.3469696,2.188693285,3.452045202,0.866342247,1.513583422,2.24872303,1.557676196,1.643960118,9.806952477,6.89084959,0.75815469,2.008498907,8.574004173,1.538615823
IFI16,49.29657364,66.49983215,96.25990295,137.2946014,281.76651,191.6591644,239.2305603,146.0397339,130.6733551,73.59889984,123.4051285,91.34990692,150.3511353,173.6249542,277.1870728,74.68005371,248.5033875,65.15058899,83.00336456,265.4707336,72.93326569,137.6847839,83.96424103,65.56195068,117.0467834,104.4210129,77.98083496,231.1865387,90.49753571,174.4580841,226.6096954,116.1910629,251.2706604,118.2642746,98.03131104,72.84908295,84.65637207,226.286911,205.8744049,93.48034668,44.99581909,135.9497833
IFI27,11.46487141,21.08370781,9.723345757,46.91324615,158.0087128,9.331842423,20.98724365,2.726152897,18.79897118,3.039178133,6.67232132,129.475708,28.67271805,4.306115151,288.8828735,25.47108078,186.0144043,50.23871231,126.2998047,9.103960991,32.30725479,25.37018967,15.10037613,17.06790543,23.22644806,22.04921341,0.955858111,3.145471096,6.401545048,219.8805389,172.2505493,2.659189224,37.28268433,15.02229786,1.614844084,84.93497467,62.76070023,4.856079102,61.3360672,7.259514332,31.12016869,184.847702
IFI30,554.9556885,52.62064743,119.0371017,174.9450226,122.6229248,78.12221527,14.45970058,16.28639221,55.42739105,76.17092896,11.52621365,38.82728195,390.9534912,50.18924332,38.47517776,429.880249,275.7399902,82.14907837,91.80141449,38.82170868,51.46834564,545.6912842,77.0686264,91.91133118,140.7750854,85.28009033,2.740139961,10.4617815,162.4503021,170.9662018,231.9712067,95.82318878,38.31587219,272.807373,76.00348663,111.9547119,384.0049438,75.03327942,123.9669342,54.11922836,91.19418335,124.4159546
IFI44,5.023250103,10.26567459,2.958749294,57.84405899,19.33934021,12.57589054,9.794905663,3.37608242,6.850188732,9.329480171,4.84766674,8.109759331,12.96255302,13.51644802,109.6174545,7.351507664,17.07125854,6.916856766,6.987226486,21.15655899,10.66849995,7.044307709,37.64595795,7.398733139,5.672969341,20.04878616,1.095210433,11.46071625,12.52631855,42.94707108,74.17073822,7.532774448,2.544395208,7.46189785,6.458483696,5.567886829,47.48855209,13.14414501,12.9735918,11.65937901,9.251192093,38.43404007
IFI44L,1.863917708,3.438402414,1.86974287,56.37438583,13.52221966,7.15647316,4.740792275,1.780937076,4.750089645,4.157334328,2.786040306,5.802487373,5.452492237,7.026529789,95.46588135,2.023267031,24.23661613,1.730376363,4.67609787,14.65489388,2.635070086,4.740561009,23.0326004,3.368281126,3.566936255,11.49276257,0.150760591,9.001579285,2.445759058,61.15388107,95.08751678,3.15829587,1.44446981,4.864302158,1.020055413,4.176198483,43.16058731,2.697055101,12.34137821,10.29759979,12.76547337,44.69998169
IFI6,98.69329071,21.37104988,26.78610992,192.8447876,311.6972351,4.133180618,5.357325554,7.237636566,5.620719433,19.18525314,73.12514496,61.92484283,35.13180542,9.874913216,403.9411316,29.23209763,84.99834442,43.66534424,67.62595367,243.1737518,41.14310837,25.97708511,24.93182373,45.47792816,97.09819031,16.78573036,19.32307625,117.9213562,14.21374702,639.5070801,291.1677246,55.20814514,68.79876709,18.17009735,25.99131584,31.19588661,95.46141815,45.14333344,53.41750336,39.75916672,78.34249115,422.7131042
IFIH1,4.245004654,5.186317444,7.197571755,50.96277618,10.19993496,12.01197338,9.708921433,4.279443741,8.132015228,4.102440834,3.44048357,32.35597992,6.103436947,12.56476212,29.3624649,7.806727886,18.59100723,8.510252953,10.14416885,14.49826336,13.48926353,11.90002823,8.861604691,8.661489487,3.771656275,12.39623547,3.5987854,12.99229813,4.31151104,41.28150558,33.05734253,6.017581463,5.712327957,4.448151112,8.672624588,8.828304291,36.59666443,12.83081532,28.48888588,9.563452721,13.15220928,21.15602493
IFIT1,1.369133711,2.583126783,1.263638377,34.09654236,5.622201443,3.492135286,3.979427099,3.508409262,3.760833025,2.04861784,1.129828453,4.052767277,2.103507042,4.901845455,43.35610962,1.728738189,4.844088554,2.139228582,5.044167519,11.62750244,2.223962545,2.122327089,8.907511711,2.127965927,2.949007034,5.57826519,1.246431112,3.081700325,1.523979306,58.24584579,13.39212894,1.623752713,1.923295975,1.602575064,2.306620359,1.817221999,9.398545265,1.053189397,2.464494467,8.534912109,4.240449429,17.07496643
IFIT2,2.688472986,2.761663914,3.395443201,58.24913025,7.643857956,3.622796536,3.782412529,3.436405659,4.697948933,3.425646067,1.152515292,4.715704441,3.681905031,3.652805328,15.14771557,3.123827934,7.913659096,2.345055342,3.595374823,6.254707336,5.073439121,3.558001757,6.302138329,2.51268816,1.301231384,7.947514057,1.888747573,3.145289183,2.436740398,50.17086029,11.45504665,2.238291502,2.318965197,2.858279467,3.938838482,3.347973585,13.40507793,4.954061031,8.59068203,9.466511726,8.421020508,7.046257019
IFIT3,2.516175747,4.493215561,9.840528488,48.99339294,11.19280624,5.654469013,17.12171936,8.233306885,14.58042336,3.678729773,1.884459972,14.61773586,6.953709126,10.61537457,44.21900558,4.792810917,20.14301682,3.425692082,8.466513634,11.60361004,6.502096176,8.555896759,6.207837105,4.903718472,1.719695568,5.930064678,3.686844587,4.979744434,4.013081074,79.15944672,26.23134422,4.736804485,6.051198483,7.975983143,3.69406724,6.255404949,16.61592865,8.255466461,20.42980576,20.52375221,10.42804623,29.70123482
IFRD2,14.61337948,8.625235558,24.18700218,13.53546619,12.44468117,3.93115902,5.193426609,10.16138077,6.008689404,30.37016678,23.96273232,12.64219666,18.16248512,7.401377201,11.8847332,9.625535965,22.22954559,21.97122002,22.34785271,18.87013054,12.15284634,18.70626068,10.21251011,17.3550911,18.90453339,3.917603731,19.95127487,17.05675507,12.39049625,19.12738609,14.20657635,7.094758987,16.31032562,20.86263084,20.64057541,8.900779724,11.43101788,11.04386425,14.35585117,24.19728661,24.50475311,13.63761234
IGF2R,56.75977325,30.44628716,89.28807831,30.19866943,66.53657532,28.96807098,24.41794395,90.72492981,69.25375366,33.48757553,66.88197327,31.37880516,29.14315605,29.14410591,45.73138046,98.26679993,62.0484314,45.13856125,97.26652527,33.74069595,74.40962982,84.57093048,28.73883247,35.6770134,36.92906952,26.05962563,43.40762329,56.18297577,25.03007698,34.63187027,42.16532516,64.87405396,40.08388138,68.58956909,60.43542862,50.75497818,45.34716797,20.99423981,37.01468277,31.41046715,26.92946625,41.07659149
IGFBP2,6.19540596,1.509669542,3.876119852,11.11099052,19.07653809,3.934700966,0.212219372,2.185849905,0.834693074,25.45881271,59.27837753,1.556451082,5.5100317,27.8015976,11.73105621,9.042718887,2.207782507,2.089365244,4.27118063,18.76668739,54.78024292,65.95284271,6.703520298,3.05768013,8.63117218,2.647925615,81.62882233,116.8927536,5.674844265,4.442114353,2.956382513,2.488784313,1.739228129,2.510965109,96.19258118,12.23064232,8.790102005,34.6302948,0.852161288,2.055263042,2.690063,5.016006947
IGFBP3,6.46172142,10.59120941,2.180909634,7.578587532,3.581064224,6.27175808,2.96205473,0.699294329,1.923630714,68.02968597,20.33376122,1.001669288,3.886010408,18.75225449,23.71615982,3.730446339,4.206214428,3.284238815,19.29111862,9.59396553,42.10944748,8.162685394,3.404298067,8.594938278,53.77515793,5.763991833,0.585397065,45.90342331,22.25406837,3.608210325,12.32566452,1.090904951,1.279816508,5.128581047,16.50629997,1.462702632,4.072415352,85.57732391,0.503576756,3.028318882,6.744708538,1.798630238
IGFBP4,88.40663147,21.43115616,4.142840862,28.6800251,7.118073463,25.51612091,1.207487583,2.509995461,7.979336739,45.44213486,3.485119581,1.128762603,52.79542923,6.179772377,3.903165102,21.30902481,0.692011654,8.291308403,3.674312115,7.174139977,5.251293182,12.64943028,28.93621635,10.94120789,17.45362663,37.28417969,1.661531687,2.797510862,12.37126446,9.057052612,10.41994953,2.74207449,4.188812256,7.000546932,10.62638855,3.814832926,16.21450806,6.555598736,0.881343603,5.987170696,17.85127831,3.59138608
IGFBP5,4.55798626,7.481012344,0.447859258,5.260167599,3.558062553,13.47895908,0.372579575,0.358711928,3.241149426,9.645625114,8.947944641,0.553143024,7.386212349,1.674757719,0.699730933,2.873944759,0.349470675,1.647076488,0.990302861,2.310609818,6.816770077,17.32332611,8.694883347,1.567440867,3.932280302,5.442618847,0.345923394,72.53797913,73.56028748,0.770452023,2.950668812,1.090300202,0.834976673,10.71524334,2.314253092,1.818169355,8.565530777,22.73798943,0.357586384,2.182546616,4.9052701,1.340567112
IGJ,2.861697912,0.175015107,0.538219392,76.76841736,6.484341621,26.6163044,1.639058828,13.53437519,3.53477025,47.03681183,0.012019867,13.73724747,30.84588432,48.31275558,12.70223618,0.338823378,3.753109694,156.9797821,0.572357595,0.023892427,5.530885696,29.87530708,21.99872589,1.321700215,0,201.5514832,0.997929633,0.199468702,2.637369633,17.87876701,159.7292328,25.90790558,15.33384228,4.205962658,0.267926604,36.62992096,63.19954681,2.772261143,115.5236359,11.15642738,63.80563736,1.934483051
IKZF1,4.112206936,0.701088607,0.966382384,6.450712204,1.53978157,2.072784185,0.569731593,0.382319927,0.929275632,1.769202948,0.056164898,1.243955731,3.410945177,0.842166007,0.672378421,1.53584981,1.912188172,5.053702354,0.245217353,0.164016515,0.597107828,3.78957963,4.231078625,0.769784629,0,3.414437056,0.026677799,0.044383429,2.062110424,0.544140875,6.232094288,0.647563398,0.786921084,1.406102538,0.445463091,2.752811432,9.558789253,0.788438022,4.330996037,1.159422159,1.606089354,1.105852246
IL10RA,98.86734009,23.95613098,13.25852871,108.7498474,28.31971741,42.62062836,9.789744377,14.16205788,14.38388634,19.64664268,0.713923276,18.18717766,65.65756989,13.78506374,23.79504013,30.60687256,45.14068985,35.9931488,6.406855583,4.425343037,11.28290176,58.53227615,118.9965515,16.70898247,19.38220406,70.94313812,2.130455256,0.829547584,29.11064529,8.570236206,88.25576019,11.07094479,11.98365593,23.67705345,9.40755558,30.92072105,162.8723602,9.749559403,29.70610237,18.81526566,34.97011185,23.59756088
IL18,2.875273943,24.41485596,1.276288033,3.990482569,2.89347744,10.78269768,1.762249112,1.453739286,2.376029253,1.861193299,0.165379465,2.470579624,3.896142006,1.627692103,0.732854784,3.455613136,4.271907806,3.981413603,0.934171438,0.378540069,1.741214991,4.081243515,5.289637089,3.44414115,7.29902935,9.171664238,0.081184663,0.160390437,5.217674732,0.674740613,8.424222946,1.139541507,0.622715235,2.997840405,0.706153452,1.58596766,16.78125,3.297814608,2.674894571,2.287767172,2.211685658,2.737170696
IL7R,2.882115364,0.435043663,0.395362943,16.75980568,4.465770721,9.355057716,2.515579939,0.232829064,1.422031403,8.460414887,0.05499905,2.830074549,3.757969141,0.991910756,0.344493151,1.327616096,0.286890507,9.762512207,0.341925561,0.120042115,0.817867398,4.211797237,10.90801144,2.396722078,0.785330594,7.196341515,0.008734969,0.011504682,3.820843458,0.13689895,9.512755394,0.663394868,1.286406279,1.712475538,0.090143099,3.501287222,8.972533226,0.378305554,3.282230139,5.313437462,1.589309335,2.06387496
IMP4,26.10285759,22.24070358,46.21970749,28.21962929,20.30149651,24.73316002,25.99794006,35.94223785,31.42165947,36.93120956,44.97048569,30.1645565,35.61571121,33.40818405,21.45620346,40.64507675,31.29527855,42.10865784,30.01275063,33.43682861,26.37923813,39.67113876,19.83182335,29.80325127,72.96422577,9.594281197,39.89026642,51.34619904,25.37106133,43.48916245,26.43325233,32.52409744,46.95594025,55.63176727,45.33188629,34.80239868,33.90732193,38.85129547,31.18489838,23.47312164,29.701931,40.39837265
IPO4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ISG15,8.726756096,2.658572912,2.355750322,43.89149857,14.40884686,1.622976303,0.228959113,0.44657439,1.818781614,5.967194557,7.917829037,7.052736759,5.550024986,3.613707542,58.95805359,4.620138645,10.4147892,3.492083788,5.376952648,12.5664978,6.240439892,5.02190876,5.186294556,3.170621872,19.15610123,3.661609173,0.514911711,7.764009953,4.047155857,108.9824371,37.09818268,3.09750557,4.672884941,4.733799458,3.015506744,8.897252083,37.53081131,3.542619944,5.609181881,6.824676991,11.79663658,13.17956543
ITGA3,28.23788071,43.12683487,21.53712082,11.47387314,24.47279167,11.55709076,12.35621738,72.47207642,35.95602798,22.87474632,15.37195683,1.657023907,14.90607071,19.49890518,2.659492493,7.30764246,6.181216717,192.0267639,112.6441193,10.61016178,47.75308609,12.37668324,10.99556541,86.94638062,72.98318481,4.3681283,52.60007477,54.18832397,10.04168129,85.46582031,14.5050478,9.487854958,44.03278732,20.42796326,42.02998352,13.20112515,19.77074814,17.1722393,18.89519691,29.60820007,7.39837265,22.28536606
ITGA4,5.88976717,1.886129141,3.539202213,18.27210617,6.433665752,20.29916763,4.796272755,2.882161856,6.690855503,6.967018604,5.040341854,16.97597122,11.25713444,32.0320015,5.895717144,5.32705164,11.50715065,12.51991272,1.675202489,5.502207279,3.918519974,17.03267097,14.03214455,5.223881722,4.67880106,21.74010277,0.338264793,2.265693188,37.75963593,1.56119144,30.44215965,14.72017956,3.285029173,18.37805176,4.342430592,7.781627655,52.17305374,5.054320335,13.05915546,9.741063118,8.091072083,6.27201128
ITGA5,43.78843689,15.3648262,5.314806938,20.01102638,7.557898998,7.712447643,1.599085093,2.25932622,5.580482006,50.75861359,8.161201477,1.33010757,20.83749962,4.39700222,2.436136723,25.22124863,4.43373251,10.57276726,6.291095257,17.14916611,17.86956406,14.49318314,22.61696243,19.89757538,15.18239594,20.28072166,1.903610945,6.128745079,13.57605839,25.04667854,11.03443527,3.332287788,2.735358715,8.28265667,4.360498428,6.148220062,20.03673744,5.282290459,2.379701138,5.432183743,15.03230095,7.348371983
ITGA6,11.80264378,53.07901764,113.8280487,55.13269806,116.0057755,94.22646332,50.01871872,99.69464111,129.7825928,80.66630554,9.956415176,19.33868027,22.97813034,25.05135536,4.590956688,20.89143562,28.18887711,30.1317997,24.89499855,0.999535978,178.2870789,61.78292084,28.35474777,22.54257965,2.989298105,27.89274597,332.6143188,1.890339613,31.47464371,13.00368595,42.43505859,37.92739487,30.03136253,25.56232262,79.82499695,11.73619652,79.31350708,57.91738129,12.97605419,23.19397545,23.86619186,22.10838127
ITGB2,493.3001709,15.75042343,31.26094437,64.31581879,53.04321671,24.69171906,4.673370361,3.925108194,18.22467422,30.60842133,3.681496859,12.85977077,143.8837891,16.51933861,12.36798859,87.20953369,69.54446411,43.59277344,13.37347412,4.806309223,16.05472183,139.1763916,31.58077431,30.81933212,40.82135391,64.29375458,1.392805338,1.400747538,78.60517883,25.26436996,81.42916107,14.32107639,14.54980373,60.06393814,21.56472206,35.15472031,173.7281342,27.43100166,57.45584488,22.29321861,46.09773636,32.86712265
